collection,status,type,pid,handle,title
umd:15237,Complete,UMD_IMAGE,umd:91680,hdl:1903.1/14530,"Henry Clay Statue, Capitol Square, Richmond, Virginia, circa 1907-1914"
umd:15237,Complete,UMD_IMAGE,umd:91697,hdl:1903.1/14545,"Statue of Henry Clay, Richmond, Virginia, circa 1907-1914"
umd:15237,Complete,UMD_IMAGE,umd:91703,hdl:1903.1/14547,"Henry Clay Monument, Richmond, Virginia, circa 1901-1907"
umd:15237,Complete,UMD_IMAGE,umd:91710,hdl:1903.1/14550,"Howitzer Monument, Richmond, Virginia, circa 1907-1914"
umd:15237,Complete,UMD_IMAGE,umd:91716,hdl:1903.1/14552,"Stonewall Jackson Monument, Richmond, Virginia, circa 1915-1930"
umd:15237,Complete,UMD_IMAGE,umd:91720,hdl:1903.1/14554,"General Thomas J. ""Stonewall"" Jackson Monument, Richmond, Virginia, circa 1930-1944"
umd:15237,Complete,UMD_IMAGE,umd:91724,hdl:1903.1/14556,"Drying peaches, Pueblo of Isleta, New Mexico, circa 1915-1930"
umd:15237,Complete,UMD_IMAGE,umd:91727,hdl:1903.1/14557,"Streets of Acoma, New Mexico, circa 1915-1930"
umd:15237,Complete,UMD_IMAGE,umd:91731,hdl:1903.1/14558,"Elle and Tom of Ganado and their children, Albuquerque, New Mexico, circa 1915-1918"
umd:15237,Complete,UMD_IMAGE,umd:91734,hdl:1903.1/14559,"Mexican ovens, New Mexico, circa 1915-1930"
umd:15237,Complete,UMD_IMAGE,umd:91737,hdl:1903.1/14560,"Old cart, Indian Building, Albuquerque, New Mexico, circa 1915-1930"
umd:15237,Complete,UMD_IMAGE,umd:91740,hdl:1903.1/14561,"Puye cliff dwellings, near the Pueblo of Santa Clara, New Mexico, circa 1915-1930"
umd:15237,Complete,UMD_IMAGE,umd:91744,hdl:1903.1/14563,"Very old Navaho Chief's blanket, Indian Building, Albuquerque, New Mexico, circa 1907-1914"
umd:15237,Complete,UMD_IMAGE,umd:91748,hdl:1903.1/14565,"Mexican water carrier, New Mexico, circa 1907-1914"
umd:84798,Complete,UMD_IMAGE,umd:91749,hdl:1903.1/14566,What we get from forest land
umd:3391,Complete,UMD_IMAGE,umd:91753,hdl:1903.1/14568,"Varsity boxing team, University of Maryland, 1940"
umd:15237,Complete,UMD_IMAGE,umd:91758,hdl:1903.1/14570,"Prehistoric cliff dwelling, Pueblo of Puye, near Santa Fe, New Mexico, circa 1915-1930"
umd:3391,Complete,UMD_IMAGE,umd:91759,hdl:1903.1/14571,"Varsity boxing squad, University of Maryland, 1938"
umd:3391,Complete,UMD_IMAGE,umd:91761,hdl:1903.1/14572,"Coach Harvey Miller with two boxing team members, University of Maryland, 1949"
umd:3391,Complete,UMD_IMAGE,umd:91763,hdl:1903.1/14573,"Boxing match, University of Maryland versus West Point, circa 1937"
umd:3391,Complete,UMD_IMAGE,umd:91768,hdl:1903.1/14575,"Dixon Walker, University of Maryland boxing, circa 1946"
umd:3391,Complete,UMD_IMAGE,umd:91771,hdl:1903.1/14577,"Boxing coach Harvey ""Heinie"" Miller, University of Maryland, circa 1936-1940"
umd:15237,Complete,UMD_IMAGE,umd:91773,hdl:1903.1/14579,"Artist's depiction of Red Buttes on the Continental Divide, near Fort Wingate, New Mexico, circa 1915-1930"
umd:15237,Complete,UMD_IMAGE,umd:91779,hdl:1903.1/14582,"Artist's depiction of Mount Taylor, New Mexico, circa 1915-1930"
umd:15237,Complete,UMD_IMAGE,umd:91782,hdl:1903.1/14583,"Ice Caves near El Morro, New Mexico, circa 1930-1944"
umd:15237,Complete,UMD_IMAGE,umd:91785,hdl:1903.1/14584,"""Haystacks"" rock formations, near Gallup, New Mexico, circa 1915-1930"
umd:15237,Complete,UMD_IMAGE,umd:91788,hdl:1903.1/14585,"Geological formations near Gallup, New Mexico, circa 1915-1930"
umd:15237,Complete,UMD_IMAGE,umd:91791,hdl:1903.1/14586,"Mesa Encantada, New Mexico, circa 1907-1914"
umd:15237,Complete,UMD_IMAGE,umd:91794,hdl:1903.1/14587,"Scenic highway between Las Vegas and Santa Fe, New Mexico, circa 1915-1930"
umd:15237,Complete,UMD_IMAGE,umd:91797,hdl:1903.1/14588,"Mesa Encantada, the Enchanted Mesa, New Mexico, circa 1915-1930"
umd:15237,Complete,UMD_IMAGE,umd:91800,hdl:1903.1/14589,"Soldiers and Sailors Memorial Building, Beckley, West Virginia, circa 1915-1930"
umd:15237,Complete,UMD_IMAGE,umd:91803,hdl:1903.1/14590,"Jefferson Court House, Charles Town, West Virginia, circa 1915-1930"
umd:15237,Complete,UMD_IMAGE,umd:91806,hdl:1903.1/14591,"State Capitol, Charleston, West Virginia, circa 1907-1914"
umd:15237,Complete,UMD_IMAGE,umd:91809,hdl:1903.1/14592,"Kanawha River, Charleston, West Virginia, circa 1915-1930"
umd:15237,Complete,UMD_IMAGE,umd:91812,hdl:1903.1/14593,"State Capitol at night, Charleston, West Virginia, circa 1960-1980"
umd:15237,Complete,UMD_IMAGE,umd:91815,hdl:1903.1/14594,"Administration building, Kanawha Airport, Charleston, West Virginia, circa 1930-1944"
umd:15237,Complete,UMD_IMAGE,umd:91818,hdl:1903.1/14595,"State Capitol from acoss the great Kanawha River, Charleston, West Virginia, circa 1930-1944."
umd:15237,Complete,UMD_IMAGE,umd:91821,hdl:1903.1/14596,"Sunset on the Kanawha River, Charleston, West Virginia, circa 1930-1944"
umd:15237,Complete,UMD_IMAGE,umd:91824,hdl:1903.1/14597,"Pavilion, Rock Springs Park, Chester, West Virginia, circa 1901-1907"
umd:15237,Complete,UMD_IMAGE,umd:91827,hdl:1903.1/14598,"Old Stone Church, Elm Grove, West Virginia, circa 1907-1914"
umd:15237,Complete,UMD_IMAGE,umd:91830,hdl:1903.1/14599,"Old church, Harpers Ferry, West Virginia, circa 1907-1914"
umd:15237,Complete,UMD_IMAGE,umd:91833,hdl:1903.1/14600,"View of the village from the shore of the Shenandoah, Harper's Ferry, West Virginia, circa 1908-1914"
umd:15237,Complete,UMD_IMAGE,umd:91839,hdl:1903.1/14602,"Potomac and Shenandoah Rivers, Harper's Ferry, West Virginia, circa 1930-1944."
umd:15237,Complete,UMD_IMAGE,umd:91842,hdl:1903.1/14603,"Lockwood House, Harper's Ferry, West Virginia, circa 1906-1907"
umd:3391,Complete,UMD_IMAGE,umd:91843,hdl:1903.1/14604,"Maryland football team take the field against Clemson during the homecoming game, October 21, 1995"
umd:15237,Complete,UMD_IMAGE,umd:91846,hdl:1903.1/14605,"Junction of the Potomac and Shenandoah Rivers, Harper's Ferry, West Virginia, circa 1907-1914."
umd:3391,Complete,UMD_IMAGE,umd:91849,hdl:1903.1/14606,"Jane Henson at Byrd Stadium for homecoming Henson Tribute, University of Maryland, October 13, 1990"
umd:15237,Complete,UMD_IMAGE,umd:91851,hdl:1903.1/14607,"Shenandoah and Potomac Rivers, Harper's Ferry, West Virginia, circa 1907-1914"
umd:15237,Complete,UMD_IMAGE,umd:91855,hdl:1903.1/14608,"Bridge and Potomac River, Harper's Ferry, West Virginia, circa 1907-1914"
umd:3391,Complete,UMD_IMAGE,umd:91856,hdl:1903.1/14609,"Maryland Medieval Mercenary Militia's fourth place homecoming float, University of Maryland, October 30, 1971"
umd:15237,Complete,UMD_IMAGE,umd:91859,hdl:1903.1/14610,"New Hill Top House, Harper's Ferry, West Virginia, circa 1907-1914"
umd:3391,Complete,UMD_IMAGE,umd:91861,hdl:1903.1/14611,"Students putting up homecoming banner, University of Maryland, October 21, 1987"
umd:15237,Complete,UMD_IMAGE,umd:91864,hdl:1903.1/14612,"John Brown's stronghold, Harper's Ferry, West Virginia, 1908"
umd:3391,Complete,UMD_IMAGE,umd:91867,hdl:1903.1/14614,"Pi Kappa Alpha and Sigma Delta Tau compete in tug-of-war at the Homecoming Olympics, University of Maryland, October 22, 1987"
umd:15237,Complete,UMD_IMAGE,umd:91871,hdl:1903.1/14615,"John Brown's Monument and War Tablets, Harper's Ferry, West Virginia, circa 1907-1914"
umd:3391,Complete,UMD_IMAGE,umd:91872,hdl:1903.1/14616,"Phi Sigma Delta and Alpha Xi Delta in the Homecoming Parade, University of Maryland, October 1989"
umd:15237,Complete,UMD_IMAGE,umd:91876,hdl:1903.1/14617,"Potomac and Shenandoah Rivers, Harper's Ferry, West Virginia, circa 1961-1980"
umd:3391,Complete,UMD_IMAGE,umd:91881,hdl:1903.1/14619,"Maryland vs. Virginia Military Institute football program, November 10, 1945"
umd:15237,Complete,UMD_IMAGE,umd:91922,hdl:1903.1/14650,"General Thomas J. ""Stonewall"" Jackson Monument, Boulevard and Monument Avenue, Richmond, Virginia, circa 1915-1930"
umd:15237,Complete,UMD_IMAGE,umd:91958,hdl:1903.1/14678,"Monument of Thomas J. Jackson, Richmond, Virginia, circa 1901-1907"
umd:3392,Complete,UMD_IMAGE,umd:91959,hdl:1903.1/14679,"Man with moustache and fisherman's hat, looking left, from ""On Going Fishing,"" circa September 2, 1917"
umd:3392,Complete,UMD_IMAGE,umd:91964,hdl:1903.1/14681,"The Doughboy from the cover of Trend, circa October 1914"
umd:3392,Complete,UMD_IMAGE,umd:91969,hdl:1903.1/14684,"""The Girl and the Gorilla,"" New York World Magazine, October 1914"
umd:3392,Complete,UMD_IMAGE,umd:91971,hdl:1903.1/14685,"""Giving Advice on Life and Pictures,"" New York Morning Telegraph Sunday Magazine, February 25, 1917"
umd:3392,Complete,UMD_IMAGE,umd:91975,hdl:1903.1/14686,"""The Hem of Manhattan,"" New York Morning Telegraph Sunday Magazine, July 29, 1917"
umd:3392,Complete,UMD_IMAGE,umd:91977,hdl:1903.1/14687,"""How It Feels To Be Forcibly Fed,"" New York World Magazine, September 6, 1914."
umd:3392,Complete,UMD_IMAGE,umd:91980,hdl:1903.1/14689,"""How the Villagers Amuse Themselves,"" New York Morning Telegraph Sunday Magazine, November 26, 1916"
umd:3392,Complete,UMD_IMAGE,umd:91982,hdl:1903.1/14690,"""Jess Willard Says Girls Will Be Boxing for a Living Soon,"" Vanity Fair, April 25, 1915"
umd:3392,Complete,UMD_IMAGE,umd:91986,hdl:1903.1/14691,"""Maggie of the Saints,"" New York Morning Telegraph Sunday Magazine, October 28, 1917"
umd:3392,Complete,UMD_IMAGE,umd:91988,hdl:1903.1/14692,"""Many Want Babies; How About Yourself,"" Brooklyn Daily Eagle, October 19, 1913"
umd:3392,Complete,UMD_IMAGE,umd:91990,hdl:1903.1/14693,"""The Old-New Servant Problem, and (Maybe) Its Solution!,"" Brooklyn Daily Eagle, September 7, 1913"
umd:3392,Complete,UMD_IMAGE,umd:91992,hdl:1903.1/14694,"""On Going Fishing,"" New York Morning Telegraph Sunday Magazine, September 2, 1917"
umd:3392,Complete,UMD_IMAGE,umd:91994,hdl:1903.1/14695,"""Prize Ticket 177,"" New York Morning Telegraph Sunday Magazine, April 8, 1917"
umd:3392,Complete,UMD_IMAGE,umd:91996,hdl:1903.1/14696,"""The Rabbit,"" New York Morning Telegraph Sunday Magazine, October 7, 1917"
umd:3392,Complete,UMD_IMAGE,umd:91998,hdl:1903.1/14697,"""70 Trained Suffragists Turned Loose on City,"" Brooklyn Daily Eagle, September 28, 1913"
umd:3392,Complete,UMD_IMAGE,umd:92000,hdl:1903.1/14698,"""Smoke,"" New York Morning Telegraph Sunday Magazine, August 19, 1917"
umd:3392,Complete,UMD_IMAGE,umd:92002,hdl:1903.1/14699,"""Surcease in Hurry and Whirl,"" New York Morning Telegraph Sunday Magazine, July 15, 1917"
umd:3392,Complete,UMD_IMAGE,umd:92004,hdl:1903.1/14700,"""The Terrorists,"" New York Morning Telegraph Sunday Magazine, September 30, 1917"
umd:3392,Complete,UMD_IMAGE,umd:92006,hdl:1903.1/14701,"""The Tingling, Tangling, Tango a 'Tis Tripped at Coney Isle,"" Brooklyn Daily Eagle, August 31, 1913"
umd:3392,Complete,UMD_IMAGE,umd:92008,hdl:1903.1/14702,"""Why Go Abroad?--See Europe in Brooklyn!"" Brooklyn Daily Eagle, December 7, 1913"
umd:3392,Complete,UMD_IMAGE,umd:92010,hdl:1903.1/14703,"""You Can Tango--a Little--At Arcadia Dance Hall,"" Brooklyn Daily Eagle, June 29, 1913"
umd:3392,Complete,UMD_IMAGE,umd:92012,hdl:1903.1/14704,"Djuna Barnes seated, August 1914"
umd:3392,Complete,UMD_IMAGE,umd:92015,hdl:1903.1/14705,"Djuna Barnes seated, August 1914"
umd:3392,Complete,UMD_IMAGE,umd:92017,hdl:1903.1/14706,"Djuna Barnes seated, August 1914"
umd:3392,Complete,UMD_IMAGE,umd:92019,hdl:1903.1/14707,"Djuna Barnes with gorilla at Bronx Zoo, New York, 1914"
umd:3392,Complete,UMD_IMAGE,umd:92023,hdl:1903.1/14709,"Djuna Barnes standing at the edge of a building with arms outstretched, October 1914"
umd:3392,Complete,UMD_IMAGE,umd:92025,hdl:1903.1/14710,"Djuna Barnes and unidentified fireman, dangling from a rope beside a building, October 1914"
umd:3392,Complete,UMD_IMAGE,umd:92027,hdl:1903.1/14711,"Djuna Barnes sitting in a car, circa 1918"
umd:3392,Complete,UMD_IMAGE,umd:92029,hdl:1903.1/14712,"Djuna Barnes, circa 1920-1930"
umd:15237,Complete,UMD_IMAGE,umd:92036,hdl:1903.1/14714,"President Monroe's Tomb, Hollywood Cemetery, Richmond, Virginia, circa 1907"
umd:15237,Complete,UMD_IMAGE,umd:92039,hdl:1903.1/14715,"President Monroe's Tomb, Richmond, Virginia, circa 1901-1907"
umd:3391,Complete,UMD_IMAGE,umd:92042,hdl:1903.1/14716,"Coach George Raveling and Rod Headly at Midnight Madness, University of Maryland men's basketball, October 15, 1971"
umd:3391,Complete,UMD_IMAGE,umd:92044,hdl:1903.1/14717,"Men's swim team, University of Maryland, 1957"
umd:3391,Complete,UMD_IMAGE,umd:92047,hdl:1903.1/14718,"Tom McMillen running at first Midnight Madness, University of Maryland basketball, October 15, 1971"
umd:3391,Complete,UMD_IMAGE,umd:92049,hdl:1903.1/14721,"Maryland vs. V.M.I football program cover, University of Maryland, November 14, 1936"
umd:84798,Complete,UMD_IMAGE,umd:92050,hdl:1903.1/14722,D-Day : historical map
umd:3391,Complete,UMD_IMAGE,umd:92051,hdl:1903.1/14723,"Freshman men's basketball team, University of Maryland, circa 1970-1971"
umd:3391,Complete,UMD_IMAGE,umd:92054,hdl:1903.1/14724,"Maryland vs. Duke football program cover, University of Maryland, October 16, 1948"
umd:3391,Complete,UMD_IMAGE,umd:92055,hdl:1903.1/14725,"Rich Porac, Tom McMillen and Coach Raveling at ""Midnight Madness,"" University of Maryland men's basketball, October 15, 1971"
umd:3391,Complete,UMD_IMAGE,umd:92057,hdl:1903.1/14726,"Maryland vs. North Carolina State football program cover, University of Maryland, October 21, 1950"
umd:3391,Complete,UMD_IMAGE,umd:92059,hdl:1903.1/14727,"Maryland vs. South Carolina football program cover, University of Maryland, November 1, 1958"
umd:3391,Complete,UMD_IMAGE,umd:92061,hdl:1903.1/14728,"Men's varsity basketball team and managers, University of Maryland, circa 1970-1971"
umd:3391,Complete,UMD_IMAGE,umd:92063,hdl:1903.1/14729,"Maryland vs. Virginia football program cover, University of Maryland, November 21, 1959"
umd:3391,Complete,UMD_IMAGE,umd:92065,hdl:1903.1/14730,"Maryland vs. Duke football program cover, University of Maryland, October 24, 1987"
umd:3391,Complete,UMD_IMAGE,umd:92068,hdl:1903.1/14731,"Maryland vs. Duke football program cover, University of Maryland, October 26, 1991"
umd:3391,Complete,UMD_IMAGE,umd:92070,hdl:1903.1/14732,"Basketball players at starting line at ""Midnight Madness,"" University of Maryland, October 15, 1971"
umd:3391,Complete,UMD_IMAGE,umd:92071,hdl:1903.1/14733,"Maryland vs. Clemson, football program cover, October 25, 1997"
umd:3391,Complete,UMD_IMAGE,umd:92074,hdl:1903.1/14734,"Rich Porac running at ""Midnight Madness,"" University of Maryland men's basketball, October 15, 1971"
umd:3391,Complete,UMD_IMAGE,umd:92076,hdl:1903.1/14735,"Jim O'Brien running at ""Midnight Madness,"" University of Maryland men's basketball, October 15, 1971"
umd:3391,Complete,UMD_IMAGE,umd:92078,hdl:1903.1/14737,"Basketball players at starting line at ""Midnight Madness,"" University of Maryland, October 15, 1971"
umd:3391,Complete,UMD_IMAGE,umd:92080,hdl:1903.1/14738,"Basketball player runs past fans in the stands, University of Maryland men's basketball, October 15, 1971"
umd:3391,Complete,UMD_IMAGE,umd:92082,hdl:1903.1/14739,"Basketball coaches at Midnight Madness, University of Maryland, October 15, 1971"
umd:15237,Complete,UMD_IMAGE,umd:92084,hdl:1903.1/14740,"Rafting on the James River, Richmond, Virginia, circa 1981-1998"
umd:15237,Complete,UMD_IMAGE,umd:92087,hdl:1903.1/14741,"James River and skyline, Richmond, Virginia, circa 1991-2010"
umd:15237,Complete,UMD_IMAGE,umd:92090,hdl:1903.1/14742,"James River and skyline, Richmond, Virginia, circa 1981-2010"
umd:15237,Complete,UMD_IMAGE,umd:92093,hdl:1903.1/14743,"James River and skyline, Richmond, Virginia, circa 1981-2010"
umd:15237,Complete,UMD_IMAGE,umd:92096,hdl:1903.1/14744,"Richmond's skyline and Mayo Bridge over the James River, Richmond, Virginia, circa 1930-1944"
umd:15237,Complete,UMD_IMAGE,umd:92099,hdl:1903.1/14745,"Belle Isle and Falls of James River, Richmond, Virginia, circa 1915-1917"
umd:15237,Complete,UMD_IMAGE,umd:92102,hdl:1903.1/14746,"James River looking west from Richmond, Virginia, circa 1907-1914"
umd:15237,Complete,UMD_IMAGE,umd:92105,hdl:1903.1/14747,"James River and Belt Line Bridge, Richmond, Virginia, circa 1907-1914"
umd:15237,Complete,UMD_IMAGE,umd:92110,hdl:1903.1/14749,"View of Harper's Ferry, West Virginia, circa 1951-1970"
umd:15237,Complete,UMD_IMAGE,umd:92113,hdl:1903.1/14750,"Old Harper House, Harper's Ferry, West Virginia, circa 1930-1944"
umd:15237,Complete,UMD_IMAGE,umd:92116,hdl:1903.1/14751,"Potomac River from Bolivar Heights, Harper's Ferry, West Virginia, 1906"
umd:15237,Complete,UMD_IMAGE,umd:92119,hdl:1903.1/14752,"Birdseye view of Harper's Ferry from Maryland Heights, Harper's Ferry, West Virginia, circa 1915-1924"
umd:15237,Complete,UMD_IMAGE,umd:92122,hdl:1903.1/14753,"Reproduction of the Headsville, West Virginia country-store post office, Washington, DC, circa 1971-1980"
umd:3391,Complete,UMD_IMAGE,umd:92125,hdl:1903.1/14754,"Maryland vs. Duke football program cover, University of Maryland, October 20, 2001"
umd:3391,Complete,UMD_IMAGE,umd:92127,hdl:1903.1/14755,"Maryland vs. Clemson football program cover, University of Maryland, October 4, 2003"
umd:3391,Complete,UMD_IMAGE,umd:92129,hdl:1903.1/14756,"Maryland vs. Clemson football program cover, University of Maryland, October 3, 2009"
umd:3391,Complete,UMD_IMAGE,umd:92131,hdl:1903.1/14757,"Pig-catching game, University of Maryland Homecoming, circa 1930-1940"
umd:3391,Complete,UMD_IMAGE,umd:92133,hdl:1903.1/14758,"Ruth Peterson and Clifton E. Fuller at homecoming, University of Maryland, October 29, 1955"
umd:3391,Complete,UMD_IMAGE,umd:92135,hdl:1903.1/14759,"University of Maryland homecoming float with turtle, circa 1950-1960"
umd:15237,Complete,UMD_IMAGE,umd:92137,hdl:1903.1/14760,"Birthplace of Pearl S. Buck, Hillsboro, West Virginia, circa 1961-1990"
umd:15237,Complete,UMD_IMAGE,umd:92141,hdl:1903.1/14762,"New River Bridge, Hinton, West Virginia, circa 1907-1914"
umd:15237,Complete,UMD_IMAGE,umd:92142,hdl:1903.1/14763,"Artist's depiction of moonlight on the harbor, Richmond, Virginia, circa 1907"
umd:15237,Complete,UMD_IMAGE,umd:92145,hdl:1903.1/14764,"Three state view, Huntington, West Virginia, circa 1907-1911"
umd:15237,Complete,UMD_IMAGE,umd:92150,hdl:1903.1/14765,"Belle Isle and Falls of James River, Richmond, Virginia, circa 1907-1914"
umd:15237,Complete,UMD_IMAGE,umd:92151,hdl:1903.1/14766,"Guyan River, Huntington, West Virginia, circa 1901-1907"
umd:15237,Complete,UMD_IMAGE,umd:92154,hdl:1903.1/14767,"Wharf scene, Ohio River, Huntington, West Virginia, circa 1901-1907"
umd:15237,Complete,UMD_IMAGE,umd:92159,hdl:1903.1/14768,"Kanawha Falls, New River, West Virginia, circa 1915-1930"
umd:15237,Complete,UMD_IMAGE,umd:92161,hdl:1903.1/14769,"James River Falls, Richmond, Virginia, circa 1907-1914"
umd:15237,Complete,UMD_IMAGE,umd:92165,hdl:1903.1/14772,"Old Stone Church, Lewisburg, West Virginia, circa 1907-1914"
umd:15237,Complete,UMD_IMAGE,umd:92170,hdl:1903.1/14773,"Cahriolet, Lewisburg, West Virginia, circa 1907-1914"
umd:15237,Complete,UMD_IMAGE,umd:92171,hdl:1903.1/14774,"James River Falls and bridges, Richmond, Virginia, circa 1901-1906"
umd:15237,Complete,UMD_IMAGE,umd:92174,hdl:1903.1/14775,"Greenbrier College for Women, Lewisburg, West Virginia, circa 1907-1914"
umd:15237,Complete,UMD_IMAGE,umd:92179,hdl:1903.1/14776,"Homewood Pottery, Mannington, West Virginia, circa 1907-1914"
umd:15237,Complete,UMD_IMAGE,umd:92180,hdl:1903.1/14777,"James River, Richmond, Virginia, circa 1901-1906"
umd:15237,Complete,UMD_IMAGE,umd:92185,hdl:1903.1/14778,"Market Street from railroad, Mannington, West Virginia, circa 1907-1914"
umd:15237,Complete,UMD_IMAGE,umd:92188,hdl:1903.1/14779,"Lock number 5, Kanawha River, Marmet, West Virginia, circa 1907-1914"
umd:15237,Complete,UMD_IMAGE,umd:92211,hdl:1903.1/14780,"Bird's eye view of Morgantown, West Virginia, circa 1907-1913"
umd:15237,Complete,UMD_IMAGE,umd:92231,hdl:1903.1/14781,"Government lock in river, Morgantown, West Virginia, circa 1907-1914"
umd:15237,Complete,UMD_IMAGE,umd:92253,hdl:1903.1/14782,"State Penitentiary, Moundsville, West Virginia, circa 1907-1914"
umd:15237,Complete,UMD_IMAGE,umd:92311,hdl:1903.1/14783,"Laughlin China Company, Newell, West Virginia, circa 1907-1914"
umd:15237,Complete,UMD_IMAGE,umd:92314,hdl:1903.1/14784,"New River Canyon, West of Nuttall, West Virginia, circa 1915-1930"
umd:15237,Complete,UMD_IMAGE,umd:92317,hdl:1903.1/14785,"View up the Ohio River from Fort Boreman, Parkersburg, West Virginia, circa 1907-1914"
umd:15237,Complete,UMD_IMAGE,umd:92320,hdl:1903.1/14786,"Market Street, Parkersburg, West Virginia, circa 1907-1914"
umd:3391,Complete,UMD_IMAGE,umd:92323,hdl:1903.1/14787,"Young Jim Henson puts finishing touches on Kermit the Frog, circa 1958"
umd:3391,Complete,UMD_IMAGE,umd:92326,hdl:1903.1/14789,"Jim Henson and Jane Nebel review the plan for a ""Sam and Friends"" show on WRC-TV, circa 1958"
umd:15237,Complete,UMD_IMAGE,umd:92329,hdl:1903.1/14790,"Jefferson Davis Memorial, Richmond, Virginia, circa 1945-1970"
umd:15237,Complete,UMD_IMAGE,umd:92332,hdl:1903.1/14791,"Jefferson Davis Monument, Richmond, Virginia circa 1945-1970"
umd:15237,Complete,UMD_IMAGE,umd:92335,hdl:1903.1/14792,"Jefferson Davis Monument, Richmond, Virginia, circa 1945-1970"
umd:15237,Complete,UMD_IMAGE,umd:92338,hdl:1903.1/14793,"Davis section, Hollywood, Richmond, Virginia, circa 1907-1913"
umd:15237,Complete,UMD_IMAGE,umd:92341,hdl:1903.1/14794,"Jefferson Davis tomb, Hollywood Cemetery, Richmond, Virginia, circa 1907-1914"
umd:84798,Complete,UMD_IMAGE,umd:92344,hdl:1903.1/14795,Bombing of Berlin : historical map
umd:15237,Complete,UMD_IMAGE,umd:92347,hdl:1903.1/14798,"Jefferson Davis Monument, Monument Avenue and Davis Avenue, Richmond, Virginia, circa 1930-1944"
umd:15237,Complete,UMD_IMAGE,umd:92350,hdl:1903.1/14799,"Jefferson Davis Monument, Monument Avenue and Davis Avenue, Richmond, Virginia, circa 1930-1944"
umd:15237,Complete,UMD_IMAGE,umd:92353,hdl:1903.1/14800,"Jefferson Davis Monument, Monument Avenue and Davis Avenue, Richmond, Virginia, circa 1930-1944"
umd:15237,Complete,UMD_IMAGE,umd:92356,hdl:1903.1/14801,"""Winnie"" Davis Monument, Hollywood Cemetery, Richmond, Virginia, circa 1915-1930"
umd:15237,Complete,UMD_IMAGE,umd:92359,hdl:1903.1/14803,"Jefferson Davis Monument, Monument nd Davis Avenue, Richmond, Virginia, circa 1915-1930"
umd:15237,Complete,UMD_IMAGE,umd:92363,hdl:1903.1/14804,"Jefferson Davis Monument, Richmond, Virginia, circa 1907-1912"
umd:15237,Complete,UMD_IMAGE,umd:92366,hdl:1903.1/14805,"Jefferson Davis and Winnie Davis lot in Hollywood Cemetery, Richmond, Virginia, circa 1907-1909"
umd:15237,Complete,UMD_IMAGE,umd:92369,hdl:1903.1/14806,"Jefferson Davis' grave, Richmond, Virginia, circa 1907-1909"
umd:15237,Complete,UMD_IMAGE,umd:92372,hdl:1903.1/14807,"Jefferson Davis Monument, Richmond, Virginia, circa 1907-1914"
umd:15237,Complete,UMD_IMAGE,umd:92375,hdl:1903.1/14808,"Jefferson Davis Monument, Monument Avenue and Cedar Street, Richmond, Virginia, circa 1907-1914"
umd:15237,Complete,UMD_IMAGE,umd:92378,hdl:1903.1/14809,"Jefferson Davis Monument, Monument Avenue and Cedar Street, Richmond, Virginia, circa 1907-1914"
umd:15237,Complete,UMD_IMAGE,umd:92381,hdl:1903.1/14810,"Jefferson Davis Monument, Hollywood Cemetery, Richmond, Virginia, circa 1901-1907"
umd:15237,Complete,UMD_IMAGE,umd:92384,hdl:1903.1/14811,"Jefferson Davis Monument, Richmond, Virginia, circa 1901-1907"
umd:15237,Complete,UMD_IMAGE,umd:92387,hdl:1903.1/14812,"John Marshall House, Richmond, Virginia, circa 1951-1980"
umd:15237,Complete,UMD_IMAGE,umd:92390,hdl:1903.1/14813,"Master bedroom, John Marshall House, Richmond, Virginia, circa 1915-1930"
umd:15237,Complete,UMD_IMAGE,umd:92393,hdl:1903.1/14814,"Home of Chief Justice Marshall, Ninth and Marshall Streets, Richmond, Virginia, circa 1930-1936"
umd:15237,Complete,UMD_IMAGE,umd:92396,hdl:1903.1/14815,"Home of Chief Justice Marshall, 9th and Marshall Street, Richmond, Virginia, circa 1915-1930"
umd:15237,Complete,UMD_IMAGE,umd:92399,hdl:1903.1/14816,"Home of Chief Justice Marshall, Richmond, Virginia, circa 1930-1944"
umd:15237,Complete,UMD_IMAGE,umd:92402,hdl:1903.1/14817,"Home of Chief Justice Marshall, 9th and Marshall Streets, Richmond, Virginia, circa 1930-1944"
umd:15237,Complete,UMD_IMAGE,umd:92405,hdl:1903.1/14818,"Home of Chief Justice Marshall and High School, Ninth and Marshall Streets, Richmond, Virginia, circa 1930-1944"
umd:15237,Complete,UMD_IMAGE,umd:92408,hdl:1903.1/14819,"Grave of John Marshall, Shockoe Hill Cemetery, north end of Third Street, Richmond, Virginia, circa 1915-1930"
umd:15237,Complete,UMD_IMAGE,umd:92411,hdl:1903.1/14820,"Home of Chief Justice Marshall, 9th and Marshall Street, Richmond, Virginia, circa 1915-1930"
umd:15237,Complete,UMD_IMAGE,umd:92415,hdl:1903.1/14822,"Home of Chief Justice Marshall, 9th and Marshall Street, Richmond, Virginia, circa 1915-1930"
umd:84798,Complete,UMD_IMAGE,umd:92419,hdl:1903.1/14824,French-German border : historical map
umd:15237,Complete,UMD_IMAGE,umd:92420,hdl:1903.1/14825,"Grave of John Marshall, Shockoe Hill Cemetery, north end of Third Street, Richmond, Virginia, 1907-1914"
umd:84798,Complete,UMD_IMAGE,umd:92421,hdl:1903.1/14826,Normandy air campaign : historical map
